"Hostname","IPAddress","Status","Remark","Application_Name","Version","Publisher","SerialNumber","InstallDate","RegistryPath","Last_Scan_Time"
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Python 3.13.9 Core Interpreter (64-bit)","3.13.9150.0","Python Software Foundation","34E4C3B0-353E-4E04-88B1-EF41B1219C86","10/29/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{34E4C3B0-353E-4E04-88B1-EF41B1219C86}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","SQL Server 2022 Shared Management Objects Extensions","16.0.1000.6","Microsoft Corporation","35EC6145-E333-42DB-BCB3-380DF6140C11","7/14/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{35EC6145-E333-42DB-BCB3-380DF6140C11}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Python 3.13.9 Documentation (64-bit)","3.13.9150.0","Python Software Foundation","448BA3AF-478C-46B8-A55F-888885E0C79F","10/29/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{448BA3AF-478C-46B8-A55F-888885E0C79F}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Python 3.12.2 Core Interpreter (64-bit)","3.12.2150.0","Python Software Foundation","4534F2ED-1616-434D-98A6-0DA358DCD466","3/18/2024 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{4534F2ED-1616-434D-98A6-0DA358DCD466}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","PuTTY release 0.78 (64-bit)","0.78.0.0","Simon Tatham","4EEF2644-700F-46F8-9655-915145248986","9/14/2023 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{4EEF2644-700F-46F8-9655-915145248986}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Python 3.13.9 Add to Path (64-bit)","3.13.9150.0","Python Software Foundation","59A36458-2EA8-454E-8E96-DEC930294087","10/29/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{59A36458-2EA8-454E-8E96-DEC930294087}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","SQL Server 2022 DMF","16.0.1000.6","Microsoft Corporation","5AB77D4E-9E5F-4627-B78B-129A5EC2858A","7/14/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{5AB77D4E-9E5F-4627-B78B-129A5EC2858A}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161","9.0.30729.6161","Microsoft Corporation","5FCE6D76-F5DC-37AB-B2B8-22AB8CEDB1D4","8/9/2023 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{5FCE6D76-F5DC-37AB-B2B8-22AB8CEDB1D4}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Microsoft SQL Server 2022 RsFx Driver","16.0.1000.6","Microsoft Corporation","629C8FC9-3763-4C58-8264-5288AE34AFEF","7/14/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{629C8FC9-3763-4C58-8264-5288AE34AFEF}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","SQL Server 2022 Database Engine Services","16.0.1000.6","Microsoft Corporation","6621C765-569C-4D46-A8E9-C69A47971357","7/14/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{6621C765-569C-4D46-A8E9-C69A47971357}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","SQL Server 2022 Common Files","16.0.1000.6","Microsoft Corporation","6A68D32C-4C0D-4847-B70C-58E6B4D76A12","7/14/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{6A68D32C-4C0D-4847-B70C-58E6B4D76A12}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","SQL Server 2022 Shared Management Objects","16.0.1000.6","Microsoft Corporation","6F8242AA-1B25-421C-8E45-FC5978D9AA3A","7/14/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{6F8242AA-1B25-421C-8E45-FC5978D9AA3A}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Java 8 Update 451 (64-bit)","8.0.4510.10","Oracle Corporation","71024AE4-039E-4CA4-87B4-2F64180451F0","7/5/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{71024AE4-039E-4CA4-87B4-2F64180451F0}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Microsoft OLE DB Driver for SQL Server","18.7.4.0","Microsoft Corporation","76EB75D2-CCF6-41A9-90B6-922DE9146276","6/16/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{76EB75D2-CCF6-41A9-90B6-922DE9146276}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","SQL Server 2022 Connection Info","16.0.1000.6","Microsoft Corporation","770DA7F2-817B-4AA6-9160-08BB658ABDC6","7/14/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{770DA7F2-817B-4AA6-9160-08BB658ABDC6}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Microsoft Visual Studio Tools for Applications 2019 x64 Hosting Support","16.0.35907","Microsoft Corporation","7BDD7CC4-4DC1-3A36-A3D4-17C443778107","6/16/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{7BDD7CC4-4DC1-3A36-A3D4-17C443778107}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","IIS 8.0 Express","8.0.1557","Microsoft Corporation","7BF61FA9-BDFB-4563-98AD-FCB0DA28CCC7","9/16/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{7BF61FA9-BDFB-4563-98AD-FCB0DA28CCC7}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Microsoft Analysis Services OLE DB Provider","16.0.5143.0","Microsoft Corporation","7CA9BDB2-DC47-44B5-B384-8938B461CC38","7/14/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{7CA9BDB2-DC47-44B5-B384-8938B461CC38}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Microsoft Visual C++ 2022 X64 Additional Runtime - 14.44.35208","14.44.35208","Microsoft Corporation","7E35F76C-5801-4A4A-817C-66AF46D3E5AD","6/13/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{7E35F76C-5801-4A4A-817C-66AF46D3E5AD}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","SQL Server 2022 Batch Parser","16.0.1000.6","Microsoft Corporation","7EFD8B19-A9E6-41CF-A96F-B9B6E30EC345","7/14/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{7EFD8B19-A9E6-41CF-A96F-B9B6E30EC345}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Microsoft SQL Server 2022 LocalDB ","16.0.1000.6","Microsoft Corporation","83A54FE1-423D-4DE8-BD80-85593BA94752","9/16/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{83A54FE1-423D-4DE8-BD80-85593BA94752}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Python 3.13.9 Tcl/Tk Support (64-bit)","3.13.9150.0","Python Software Foundation","85983D54-E692-4397-8263-7B2EE696AD19","10/29/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{85983D54-E692-4397-8263-7B2EE696AD19}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","SQL Server 2022 Common Files","16.0.1000.6","Microsoft Corporation","8770AF64-BB4B-4404-BDD6-6AF8E4C461FC","7/14/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{8770AF64-BB4B-4404-BDD6-6AF8E4C461FC}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Python 3.13.9 Standard Library (64-bit)","3.13.9150.0","Python Software Foundation","8CBDB05C-2162-4CBB-AECB-F3C9BFD9D849","10/29/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{8CBDB05C-2162-4CBB-AECB-F3C9BFD9D849}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Office 16 Click-to-Run Licensing Component","16.0.19029.20208","Microsoft Corporation","90160000-007E-0000-1000-0000000FF1CE","8/30/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-007E-0000-1000-0000000FF1CE}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Office 16 Click-to-Run Extensibility Component","16.0.19328.20106","Microsoft Corporation","90160000-008C-0000-1000-0000000FF1CE","11/3/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-008C-0000-1000-0000000FF1CE}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Python 3.12.2 Test Suite (64-bit)","3.12.2150.0","Python Software Foundation","94087C99-E4F5-4637-A789-3B6059DF787B","2/22/2024 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{94087C99-E4F5-4637-A789-3B6059DF787B}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","SQL Server 2022 XEvent","16.0.1000.6","Microsoft Corporation","94AEB0A0-365C-449B-B573-D2ECB353EB06","7/14/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{94AEB0A0-365C-449B-B573-D2ECB353EB06}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","IIS Express Application Compatibility Database for x64",,,"9f4f4a9b-eec5-4906-92fe-d1f43ccf5c8d","","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{9f4f4a9b-eec5-4906-92fe-d1f43ccf5c8d}.sdb",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","SQL Server 2022 Shared Management Objects Extensions","16.0.1000.6","Microsoft Corporation","A0F7ACBA-075F-4BC7-A85A-5DC301FCEC74","7/14/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{A0F7ACBA-075F-4BC7-A85A-5DC301FCEC74}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Microsoft Teams Meeting Add-in for Microsoft Office","1.25.24601","Microsoft","A7AB73A3-CB10-4AA5-9D38-6AEFFBDE4C91","10/13/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{A7AB73A3-CB10-4AA5-9D38-6AEFFBDE4C91}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Microsoft VSS Writer for SQL Server 2022","16.0.1000.6","Microsoft Corporation","AB5D8778-81F3-47E2-87A4-35E776CD664B","7/14/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{AB5D8778-81F3-47E2-87A4-35E776CD664B}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Adobe Acrobat (64-bit)","25.001.20937","Adobe","AC76BA86-1033-1033-7760-BC15014EA700","11/21/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{AC76BA86-1033-1033-7760-BC15014EA700}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Python 3.12.2 Tcl/Tk Support (64-bit)","3.12.2150.0","Python Software Foundation","B50C92E9-2780-433A-AA61-E9F06D0AFF8A","2/22/2024 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{B50C92E9-2780-433A-AA61-E9F06D0AFF8A}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Python 3.12.2 Documentation (64-bit)","3.12.2150.0","Python Software Foundation","BD32BDE9-835D-4013-8F9A-45FF11456F02","2/22/2024 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{BD32BDE9-835D-4013-8F9A-45FF11456F02}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","SQL Server 2022 XEvent","16.0.1000.6","Microsoft Corporation","BD8B7339-7559-4FC3-95E6-264324D45235","7/14/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{BD8B7339-7559-4FC3-95E6-264324D45235}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Python 3.12.2 pip Bootstrap (64-bit)","3.12.2150.0","Python Software Foundation","BDE73EDC-76AE-475D-8885-9B583631B0FC","2/22/2024 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{BDE73EDC-76AE-475D-8885-9B583631B0FC}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Microsoft SQL Server 2022 Setup (English)","16.0.1000.6","Microsoft Corporation","BF4D8C4B-D931-4D62-A7ED-8A34B2FC0D1B","7/14/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{BF4D8C4B-D931-4D62-A7ED-8A34B2FC0D1B}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","SQL Server 2022 Database Engine Services","16.0.1000.6","Microsoft Corporation","C4CF167C-4739-4A3A-8D75-59C9C5F135CA","7/14/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{C4CF167C-4739-4A3A-8D75-59C9C5F135CA}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Microsoft Update Health Tools","5.72.0.0","Microsoft Corporation","C6FD611E-7EFE-488C-A0E0-974C09EF6473","11/10/2023 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{C6FD611E-7EFE-488C-A0E0-974C09EF6473}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","AWS Command Line Interface v2","2.15.15.0","Amazon Web Services","C7B18B27-C905-4161-BD5E-FD0650AE87A5","1/31/2024 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{C7B18B27-C905-4161-BD5E-FD0650AE87A5}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","WinZip 28.0","28.0.15640","Corel Corporation","CD95F661-A5C4-44F5-A6AA-ECDD91C24151","11/25/2023 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{CD95F661-A5C4-44F5-A6AA-ECDD91C24151}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","SQL Server 2022 Database Engine Shared","16.0.1000.6","Microsoft Corporation","D6E82158-05B9-4A18-A624-EA135BC77766","7/14/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{D6E82158-05B9-4A18-A624-EA135BC77766}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","SQL Server 2022 DMF","16.0.1000.6","Microsoft Corporation","DCA0C2D6-83BF-41AE-B1AB-C4181002DE40","7/14/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{DCA0C2D6-83BF-41AE-B1AB-C4181002DE40}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Python 3.12.2 Standard Library (64-bit)","3.12.2150.0","Python Software Foundation","E172CAF3-ABC7-4B62-BA8C-3A2472DE44F6","2/22/2024 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{E172CAF3-ABC7-4B62-BA8C-3A2472DE44F6}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","SQL Server 2022 Connection Info","16.0.1000.6","Microsoft Corporation","EAC54B82-7A37-4A9E-8953-474316BD40F6","7/14/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{EAC54B82-7A37-4A9E-8953-474316BD40F6}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Microsoft GameInput","10.1.26100.6879","Microsoft Corporation","ECB4BDD1-984C-9F25-299C-A9EF75C14197","11/6/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{ECB4BDD1-984C-9F25-299C-A9EF75C14197}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Python 3.12.2 Development Libraries (64-bit)","3.12.2150.0","Python Software Foundation","F131E2DD-B8C5-42F3-85B7-3D4BAC9582CD","2/22/2024 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{F131E2DD-B8C5-42F3-85B7-3D4BAC9582CD}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Python 3.13.9 Development Libraries (64-bit)","3.13.9150.0","Python Software Foundation","FDDDD3FF-9238-4BD0-A2C0-765AF7E364D3","10/29/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{FDDDD3FF-9238-4BD0-A2C0-765AF7E364D3}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","IIS Express Application Compatibility Database for x86",,,"fdfba1f3-74ae-4255-9c10-a0f552b4610f","","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{fdfba1f3-74ae-4255-9c10-a0f552b4610f}.sdb",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Windows Subsystem for Linux","2.5.9.0","Microsoft Corporation","FE9F6D2C-A292-4552-A748-A2DFD5984F6C","7/9/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{FE9F6D2C-A292-4552-A748-A2DFD5984F6C}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","AnyDesk","ad 9.0.9","AnyDesk Software GmbH","","","HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\AnyDesk",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Google Chrome","142.0.7444.176","Google LLC","","11/27/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Google Chrome",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Lansweeper","12.5","Lansweeper.com","","9/16/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Lansweeper_is1",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Microsoft Edge","142.0.3595.94","Microsoft Corporation","56EB18F8-B008-4CBD-B6D2-8C97FE7E9062","11/24/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Microsoft Edge",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Microsoft Edge WebView2 Runtime","142.0.3595.94","Microsoft Corporation","F3017226-FE2A-4295-8BDF-00C3A9A7E4C5","11/24/2025 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Microsoft EdgeWebView",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Microsoft Help Viewer 2.3","2.3.28307","Microsoft Corporation","99DC6816-30B2-32EB-9E12-AF8944C4FA4E","","HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Microsoft Help Viewer 2.3",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Npcap OEM","1.55","Nmap Project","","","HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\NpcapInst",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Spiceworks Desktop","7.4.0119","Spiceworks, Inc.","","","HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Spiceworks",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","vs_CoreEditorFonts","17.7.40001","Microsoft Corporation","1851460E-0E63-4117-B5BA-25A2F045801B","9/24/2024 12:00:00 AM","HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{1851460E-0E63-4117-B5BA-25A2F045801B}",
"L-PG03VRZB","172.29.144.1, 192.168.17.1, 192.168.56.1, 192.168.1.1, 192.168.1.163","OK","Successful","Microsoft SQL Server Management Studio - 20.2.1","20.2.37.0","Microsoft Corporation","22baa1c2-262f-4194-9cc7-84403b8e16f1","","HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{22baa1c2-262f-4194-9cc7-84403b8e16f1}",
